,connector_evse_id,amenity_bar,amenity_cafe,amenity_cinema,amenity_fast_food,amenity_post_office,amenity_pub,amenity_restaurant,geometry,name,station_name,station_address,station_postal_code,station_coordinates_lat,station_coordinates_lon,station_brand,totEnergy,totSessions,totCost,Potenza (kW),Station Città,Ricavi totali (€) (IVA esclusa),Tempo Totale (min),denominazione_regione,EV_percentage_per_region,competitor_count,density,total_machines
44,IT*F2X*EF2XITA3701,False,False,False,False,False,False,True,"POLYGON ((4915835.542702119 1254093.4729958377, 4915831.6904834565 1254015.059283574, 4915820.170926441 1253937.4007382249, 4915801.094970705 1253861.2452540342, 4915774.646328128 1253787.3262499457, 4915741.079713598 1253716.355606377, 4915700.7183919605 1253649.016809422, 4915653.951064809 1253585.9583685067, 4915601.228127068 1253527.7875708884, 4915543.05732945 1253475.0646331476, 4915479.9988885345 1253428.2973059956, 4915412.66009158 1253387.935984359, 4915341.689448011 1253354.3693698286, 4915267.770443923 1253327.920727252, 4915191.614959732 1253308.844771515, 4915113.956414383 1253297.3252144998, 4915035.542702119 1253293.4729958377, 4914957.128989855 1253297.3252144998, 4914879.470444506 1253308.844771515, 4914803.314960315 1253327.920727252, 4914729.395956227 1253354.3693698286, 4914658.425312658 1253387.935984359, 4914591.086515703 1253428.2973059956, 4914528.028074788 1253475.0646331476, 4914469.85727717 1253527.7875708884, 4914417.1343394285 1253585.9583685067, 4914370.367012277 1253649.016809422, 4914330.00569064 1253716.355606377, 4914296.43907611 1253787.3262499457, 4914269.990433533 1253861.2452540342, 4914250.914477796 1253937.4007382249, 4914239.394920781 1254015.059283574, 4914235.542702119 1254093.4729958377, 4914239.394920781 1254171.8867081013, 4914250.914477796 1254249.5452534505, 4914269.990433533 1254325.7007376412, 4914296.43907611 1254399.6197417297, 4914330.00569064 1254470.5903852985, 4914370.367012277 1254537.9291822533, 4914417.1343394285 1254600.9876231686, 4914469.85727717 1254659.158420787, 4914528.028074788 1254711.8813585278, 4914591.086515703 1254758.6486856798, 4914658.425312658 1254799.0100073165, 4914729.395956227 1254832.5766218468, 4914803.314960315 1254859.0252644233, 4914879.470444506 1254878.1012201603, 4914957.128989855 1254889.6207771755, 4915035.542702119 1254893.4729958377, 4915113.956414383 1254889.6207771755, 4915191.614959732 1254878.1012201603, 4915267.770443923 1254859.0252644233, 4915341.689448011 1254832.5766218468, 4915412.66009158 1254799.0100073165, 4915479.9988885345 1254758.6486856798, 4915543.05732945 1254711.8813585278, 4915601.228127068 1254659.158420787, 4915653.951064809 1254600.9876231686, 4915700.7183919605 1254537.9291822533, 4915741.079713598 1254470.5903852985, 4915774.646328128 1254399.6197417297, 4915801.094970705 1254325.7007376412, 4915820.170926441 1254249.5452534505, 4915831.6904834565 1254171.8867081013, 4915835.542702119 1254093.4729958377))",Bar ristorante pizzeria Badia,Area di Servizio - Badia Nuova Ovest,A1 var. - Variante di Valico,40035,44.15106,11.19363,alpitronic GmbH,41809.55199999993,1286,28444.59,300.0,Castiglione dei Pepoli,20793.27,24048.0,Emilia-Romagna,0.0661,0,4576412.568845,45931
45,IT*F2X*EF2XITA3702,False,False,False,False,False,False,True,"POLYGON ((4915835.542702119 1254093.4729958377, 4915831.6904834565 1254015.059283574, 4915820.170926441 1253937.4007382249, 4915801.094970705 1253861.2452540342, 4915774.646328128 1253787.3262499457, 4915741.079713598 1253716.355606377, 4915700.7183919605 1253649.016809422, 4915653.951064809 1253585.9583685067, 4915601.228127068 1253527.7875708884, 4915543.05732945 1253475.0646331476, 4915479.9988885345 1253428.2973059956, 4915412.66009158 1253387.935984359, 4915341.689448011 1253354.3693698286, 4915267.770443923 1253327.920727252, 4915191.614959732 1253308.844771515, 4915113.956414383 1253297.3252144998, 4915035.542702119 1253293.4729958377, 4914957.128989855 1253297.3252144998, 4914879.470444506 1253308.844771515, 4914803.314960315 1253327.920727252, 4914729.395956227 1253354.3693698286, 4914658.425312658 1253387.935984359, 4914591.086515703 1253428.2973059956, 4914528.028074788 1253475.0646331476, 4914469.85727717 1253527.7875708884, 4914417.1343394285 1253585.9583685067, 4914370.367012277 1253649.016809422, 4914330.00569064 1253716.355606377, 4914296.43907611 1253787.3262499457, 4914269.990433533 1253861.2452540342, 4914250.914477796 1253937.4007382249, 4914239.394920781 1254015.059283574, 4914235.542702119 1254093.4729958377, 4914239.394920781 1254171.8867081013, 4914250.914477796 1254249.5452534505, 4914269.990433533 1254325.7007376412, 4914296.43907611 1254399.6197417297, 4914330.00569064 1254470.5903852985, 4914370.367012277 1254537.9291822533, 4914417.1343394285 1254600.9876231686, 4914469.85727717 1254659.158420787, 4914528.028074788 1254711.8813585278, 4914591.086515703 1254758.6486856798, 4914658.425312658 1254799.0100073165, 4914729.395956227 1254832.5766218468, 4914803.314960315 1254859.0252644233, 4914879.470444506 1254878.1012201603, 4914957.128989855 1254889.6207771755, 4915035.542702119 1254893.4729958377, 4915113.956414383 1254889.6207771755, 4915191.614959732 1254878.1012201603, 4915267.770443923 1254859.0252644233, 4915341.689448011 1254832.5766218468, 4915412.66009158 1254799.0100073165, 4915479.9988885345 1254758.6486856798, 4915543.05732945 1254711.8813585278, 4915601.228127068 1254659.158420787, 4915653.951064809 1254600.9876231686, 4915700.7183919605 1254537.9291822533, 4915741.079713598 1254470.5903852985, 4915774.646328128 1254399.6197417297, 4915801.094970705 1254325.7007376412, 4915820.170926441 1254249.5452534505, 4915831.6904834565 1254171.8867081013, 4915835.542702119 1254093.4729958377))",Bar ristorante pizzeria Badia,Area di Servizio - Badia Nuova Ovest,A1 var. - Variante di Valico,40035,44.151067,11.193595,alpitronic GmbH,44815.05400000006,1301,30474.41,300.0,Castiglione dei Pepoli,14497.2,16495.0,Emilia-Romagna,0.0661,0,4576412.568845,45931
46,IT*F2X*EF2XITA3751,False,False,False,False,False,False,True,"POLYGON ((4915835.542702119 1254093.4729958377, 4915831.6904834565 1254015.059283574, 4915820.170926441 1253937.4007382249, 4915801.094970705 1253861.2452540342, 4915774.646328128 1253787.3262499457, 4915741.079713598 1253716.355606377, 4915700.7183919605 1253649.016809422, 4915653.951064809 1253585.9583685067, 4915601.228127068 1253527.7875708884, 4915543.05732945 1253475.0646331476, 4915479.9988885345 1253428.2973059956, 4915412.66009158 1253387.935984359, 4915341.689448011 1253354.3693698286, 4915267.770443923 1253327.920727252, 4915191.614959732 1253308.844771515, 4915113.956414383 1253297.3252144998, 4915035.542702119 1253293.4729958377, 4914957.128989855 1253297.3252144998, 4914879.470444506 1253308.844771515, 4914803.314960315 1253327.920727252, 4914729.395956227 1253354.3693698286, 4914658.425312658 1253387.935984359, 4914591.086515703 1253428.2973059956, 4914528.028074788 1253475.0646331476, 4914469.85727717 1253527.7875708884, 4914417.1343394285 1253585.9583685067, 4914370.367012277 1253649.016809422, 4914330.00569064 1253716.355606377, 4914296.43907611 1253787.3262499457, 4914269.990433533 1253861.2452540342, 4914250.914477796 1253937.4007382249, 4914239.394920781 1254015.059283574, 4914235.542702119 1254093.4729958377, 4914239.394920781 1254171.8867081013, 4914250.914477796 1254249.5452534505, 4914269.990433533 1254325.7007376412, 4914296.43907611 1254399.6197417297, 4914330.00569064 1254470.5903852985, 4914370.367012277 1254537.9291822533, 4914417.1343394285 1254600.9876231686, 4914469.85727717 1254659.158420787, 4914528.028074788 1254711.8813585278, 4914591.086515703 1254758.6486856798, 4914658.425312658 1254799.0100073165, 4914729.395956227 1254832.5766218468, 4914803.314960315 1254859.0252644233, 4914879.470444506 1254878.1012201603, 4914957.128989855 1254889.6207771755, 4915035.542702119 1254893.4729958377, 4915113.956414383 1254889.6207771755, 4915191.614959732 1254878.1012201603, 4915267.770443923 1254859.0252644233, 4915341.689448011 1254832.5766218468, 4915412.66009158 1254799.0100073165, 4915479.9988885345 1254758.6486856798, 4915543.05732945 1254711.8813585278, 4915601.228127068 1254659.158420787, 4915653.951064809 1254600.9876231686, 4915700.7183919605 1254537.9291822533, 4915741.079713598 1254470.5903852985, 4915774.646328128 1254399.6197417297, 4915801.094970705 1254325.7007376412, 4915820.170926441 1254249.5452534505, 4915831.6904834565 1254171.8867081013, 4915835.542702119 1254093.4729958377))",Bar ristorante pizzeria Badia,Area di Servizio - Badia Nuova Ovest,A1 var. - Variante di Valico,40035,44.151305,11.193514,EVTEC,1089.7719999999997,215,490.45,22.0,Castiglione dei Pepoli,274.19,3963.0,Emilia-Romagna,0.0661,0,4576412.568845,45931
47,IT*F2X*EF2XITA7001,True,True,False,False,True,False,True,"POLYGON ((4832460.839717509 1319382.5167571423, 4832456.987498847 1319304.1030448787, 4832445.467941832 1319226.4444995294, 4832426.391986095 1319150.2890153388, 4832399.943343518 1319076.3700112503, 4832366.376728988 1319005.3993676815, 4832326.015407351 1318938.0605707266, 4832279.2480802 1318875.0021298113, 4832226.525142458 1318816.831332193, 4832168.35434484 1318764.1083944521, 4832105.295903925 1318717.3410673002, 4832037.95710697 1318676.9797456635, 4831966.9864634015 1318643.4131311332, 4831893.067459313 1318616.9644885566, 4831816.911975122 1318597.8885328197, 4831739.253429773 1318586.3689758044, 4831660.839717509 1318582.5167571423, 4831582.426005245 1318586.3689758044, 4831504.767459896 1318597.8885328197, 4831428.611975705 1318616.9644885566, 4831354.692971617 1318643.4131311332, 4831283.722328048 1318676.9797456635, 4831216.383531094 1318717.3410673002, 4831153.325090178 1318764.1083944521, 4831095.15429256 1318816.831332193, 4831042.431354819 1318875.0021298113, 4830995.664027668 1318938.0605707266, 4830955.30270603 1319005.3993676815, 4830921.7360915 1319076.3700112503, 4830895.287448923 1319150.2890153388, 4830876.211493187 1319226.4444995294, 4830864.691936172 1319304.1030448787, 4830860.839717509 1319382.5167571423, 4830864.691936172 1319460.9304694058, 4830876.211493187 1319538.589014755, 4830895.287448923 1319614.7444989458, 4830921.7360915 1319688.6635030343, 4830955.30270603 1319759.634146603, 4830995.664027668 1319826.972943558, 4831042.431354819 1319890.0313844732, 4831095.15429256 1319948.2021820915, 4831153.325090178 1320000.9251198324, 4831216.383531094 1320047.6924469844, 4831283.722328048 1320088.053768621, 4831354.692971617 1320121.6203831513, 4831428.611975705 1320148.069025728, 4831504.767459896 1320167.1449814648, 4831582.426005245 1320178.66453848, 4831660.839717509 1320182.5167571423, 4831739.253429773 1320178.66453848, 4831816.911975122 1320167.1449814648, 4831893.067459313 1320148.069025728, 4831966.9864634015 1320121.6203831513, 4832037.95710697 1320088.053768621, 4832105.295903925 1320047.6924469844, 4832168.35434484 1320000.9251198324, 4832226.525142458 1319948.2021820915, 4832279.2480802 1319890.0313844732, 4832326.015407351 1319826.972943558, 4832366.376728988 1319759.634146603, 4832399.943343518 1319688.6635030343, 4832426.391986095 1319614.7444989458, 4832445.467941832 1319538.589014755, 4832456.987498847 1319460.9304694058, 4832460.839717509 1319382.5167571423))",Le Fate Ignoranti,Area di Servizio - Badia al Pino Est,A1  Autostrada del Sole,52041,43.405595,11.763815,alpitronic GmbH,17497.48599999999,461,11898.22,300.0,Civitella In Val di Chiana,12472.2,15961.0,Toscana,0.0877,0,3741157.440777,48186
48,IT*F2X*EF2XITA7002,True,True,False,False,True,False,True,"POLYGON ((4832460.839717509 1319382.5167571423, 4832456.987498847 1319304.1030448787, 4832445.467941832 1319226.4444995294, 4832426.391986095 1319150.2890153388, 4832399.943343518 1319076.3700112503, 4832366.376728988 1319005.3993676815, 4832326.015407351 1318938.0605707266, 4832279.2480802 1318875.0021298113, 4832226.525142458 1318816.831332193, 4832168.35434484 1318764.1083944521, 4832105.295903925 1318717.3410673002, 4832037.95710697 1318676.9797456635, 4831966.9864634015 1318643.4131311332, 4831893.067459313 1318616.9644885566, 4831816.911975122 1318597.8885328197, 4831739.253429773 1318586.3689758044, 4831660.839717509 1318582.5167571423, 4831582.426005245 1318586.3689758044, 4831504.767459896 1318597.8885328197, 4831428.611975705 1318616.9644885566, 4831354.692971617 1318643.4131311332, 4831283.722328048 1318676.9797456635, 4831216.383531094 1318717.3410673002, 4831153.325090178 1318764.1083944521, 4831095.15429256 1318816.831332193, 4831042.431354819 1318875.0021298113, 4830995.664027668 1318938.0605707266, 4830955.30270603 1319005.3993676815, 4830921.7360915 1319076.3700112503, 4830895.287448923 1319150.2890153388, 4830876.211493187 1319226.4444995294, 4830864.691936172 1319304.1030448787, 4830860.839717509 1319382.5167571423, 4830864.691936172 1319460.9304694058, 4830876.211493187 1319538.589014755, 4830895.287448923 1319614.7444989458, 4830921.7360915 1319688.6635030343, 4830955.30270603 1319759.634146603, 4830995.664027668 1319826.972943558, 4831042.431354819 1319890.0313844732, 4831095.15429256 1319948.2021820915, 4831153.325090178 1320000.9251198324, 4831216.383531094 1320047.6924469844, 4831283.722328048 1320088.053768621, 4831354.692971617 1320121.6203831513, 4831428.611975705 1320148.069025728, 4831504.767459896 1320167.1449814648, 4831582.426005245 1320178.66453848, 4831660.839717509 1320182.5167571423, 4831739.253429773 1320178.66453848, 4831816.911975122 1320167.1449814648, 4831893.067459313 1320148.069025728, 4831966.9864634015 1320121.6203831513, 4832037.95710697 1320088.053768621, 4832105.295903925 1320047.6924469844, 4832168.35434484 1320000.9251198324, 4832226.525142458 1319948.2021820915, 4832279.2480802 1319890.0313844732, 4832326.015407351 1319826.972943558, 4832366.376728988 1319759.634146603, 4832399.943343518 1319688.6635030343, 4832426.391986095 1319614.7444989458, 4832445.467941832 1319538.589014755, 4832456.987498847 1319460.9304694058, 4832460.839717509 1319382.5167571423))",Le Fate Ignoranti,Area di Servizio - Badia al Pino Est,A1  Autostrada del Sole,52041,43.40554,11.763788,alpitronic GmbH,40614.36199999999,1142,27554.06,300.0,Civitella In Val di Chiana,22670.32,27356.0,Toscana,0.0877,0,3741157.440777,48186
49,IT*F2X*EF2XITA7003,True,True,False,False,True,False,True,"POLYGON ((4832460.839717509 1319382.5167571423, 4832456.987498847 1319304.1030448787, 4832445.467941832 1319226.4444995294, 4832426.391986095 1319150.2890153388, 4832399.943343518 1319076.3700112503, 4832366.376728988 1319005.3993676815, 4832326.015407351 1318938.0605707266, 4832279.2480802 1318875.0021298113, 4832226.525142458 1318816.831332193, 4832168.35434484 1318764.1083944521, 4832105.295903925 1318717.3410673002, 4832037.95710697 1318676.9797456635, 4831966.9864634015 1318643.4131311332, 4831893.067459313 1318616.9644885566, 4831816.911975122 1318597.8885328197, 4831739.253429773 1318586.3689758044, 4831660.839717509 1318582.5167571423, 4831582.426005245 1318586.3689758044, 4831504.767459896 1318597.8885328197, 4831428.611975705 1318616.9644885566, 4831354.692971617 1318643.4131311332, 4831283.722328048 1318676.9797456635, 4831216.383531094 1318717.3410673002, 4831153.325090178 1318764.1083944521, 4831095.15429256 1318816.831332193, 4831042.431354819 1318875.0021298113, 4830995.664027668 1318938.0605707266, 4830955.30270603 1319005.3993676815, 4830921.7360915 1319076.3700112503, 4830895.287448923 1319150.2890153388, 4830876.211493187 1319226.4444995294, 4830864.691936172 1319304.1030448787, 4830860.839717509 1319382.5167571423, 4830864.691936172 1319460.9304694058, 4830876.211493187 1319538.589014755, 4830895.287448923 1319614.7444989458, 4830921.7360915 1319688.6635030343, 4830955.30270603 1319759.634146603, 4830995.664027668 1319826.972943558, 4831042.431354819 1319890.0313844732, 4831095.15429256 1319948.2021820915, 4831153.325090178 1320000.9251198324, 4831216.383531094 1320047.6924469844, 4831283.722328048 1320088.053768621, 4831354.692971617 1320121.6203831513, 4831428.611975705 1320148.069025728, 4831504.767459896 1320167.1449814648, 4831582.426005245 1320178.66453848, 4831660.839717509 1320182.5167571423, 4831739.253429773 1320178.66453848, 4831816.911975122 1320167.1449814648, 4831893.067459313 1320148.069025728, 4831966.9864634015 1320121.6203831513, 4832037.95710697 1320088.053768621, 4832105.295903925 1320047.6924469844, 4832168.35434484 1320000.9251198324, 4832226.525142458 1319948.2021820915, 4832279.2480802 1319890.0313844732, 4832326.015407351 1319826.972943558, 4832366.376728988 1319759.634146603, 4832399.943343518 1319688.6635030343, 4832426.391986095 1319614.7444989458, 4832445.467941832 1319538.589014755, 4832456.987498847 1319460.9304694058, 4832460.839717509 1319382.5167571423))",Le Fate Ignoranti,Area di Servizio - Badia al Pino Est,A1  Autostrada del Sole,52041,43.405467,11.763752,UNKNOWN,3705.5969999999993,99,2519.81,,,,,Toscana,0.0877,0,3741157.440777,48186
50,IT*F2X*EF2XITA7004,True,True,False,False,True,False,True,"POLYGON ((4832460.839717509 1319382.5167571423, 4832456.987498847 1319304.1030448787, 4832445.467941832 1319226.4444995294, 4832426.391986095 1319150.2890153388, 4832399.943343518 1319076.3700112503, 4832366.376728988 1319005.3993676815, 4832326.015407351 1318938.0605707266, 4832279.2480802 1318875.0021298113, 4832226.525142458 1318816.831332193, 4832168.35434484 1318764.1083944521, 4832105.295903925 1318717.3410673002, 4832037.95710697 1318676.9797456635, 4831966.9864634015 1318643.4131311332, 4831893.067459313 1318616.9644885566, 4831816.911975122 1318597.8885328197, 4831739.253429773 1318586.3689758044, 4831660.839717509 1318582.5167571423, 4831582.426005245 1318586.3689758044, 4831504.767459896 1318597.8885328197, 4831428.611975705 1318616.9644885566, 4831354.692971617 1318643.4131311332, 4831283.722328048 1318676.9797456635, 4831216.383531094 1318717.3410673002, 4831153.325090178 1318764.1083944521, 4831095.15429256 1318816.831332193, 4831042.431354819 1318875.0021298113, 4830995.664027668 1318938.0605707266, 4830955.30270603 1319005.3993676815, 4830921.7360915 1319076.3700112503, 4830895.287448923 1319150.2890153388, 4830876.211493187 1319226.4444995294, 4830864.691936172 1319304.1030448787, 4830860.839717509 1319382.5167571423, 4830864.691936172 1319460.9304694058, 4830876.211493187 1319538.589014755, 4830895.287448923 1319614.7444989458, 4830921.7360915 1319688.6635030343, 4830955.30270603 1319759.634146603, 4830995.664027668 1319826.972943558, 4831042.431354819 1319890.0313844732, 4831095.15429256 1319948.2021820915, 4831153.325090178 1320000.9251198324, 4831216.383531094 1320047.6924469844, 4831283.722328048 1320088.053768621, 4831354.692971617 1320121.6203831513, 4831428.611975705 1320148.069025728, 4831504.767459896 1320167.1449814648, 4831582.426005245 1320178.66453848, 4831660.839717509 1320182.5167571423, 4831739.253429773 1320178.66453848, 4831816.911975122 1320167.1449814648, 4831893.067459313 1320148.069025728, 4831966.9864634015 1320121.6203831513, 4832037.95710697 1320088.053768621, 4832105.295903925 1320047.6924469844, 4832168.35434484 1320000.9251198324, 4832226.525142458 1319948.2021820915, 4832279.2480802 1319890.0313844732, 4832326.015407351 1319826.972943558, 4832366.376728988 1319759.634146603, 4832399.943343518 1319688.6635030343, 4832426.391986095 1319614.7444989458, 4832445.467941832 1319538.589014755, 4832456.987498847 1319460.9304694058, 4832460.839717509 1319382.5167571423))",Le Fate Ignoranti,Area di Servizio - Badia al Pino Est,A1  Autostrada del Sole,52041,43.405421,11.763815,alpitronic GmbH,5289.256000000001,141,3606.59,,,,,Toscana,0.0877,0,3741157.440777,48186
51,IT*F2X*EF2XITA7051,True,True,False,False,True,False,True,"POLYGON ((4832460.839717509 1319382.5167571423, 4832456.987498847 1319304.1030448787, 4832445.467941832 1319226.4444995294, 4832426.391986095 1319150.2890153388, 4832399.943343518 1319076.3700112503, 4832366.376728988 1319005.3993676815, 4832326.015407351 1318938.0605707266, 4832279.2480802 1318875.0021298113, 4832226.525142458 1318816.831332193, 4832168.35434484 1318764.1083944521, 4832105.295903925 1318717.3410673002, 4832037.95710697 1318676.9797456635, 4831966.9864634015 1318643.4131311332, 4831893.067459313 1318616.9644885566, 4831816.911975122 1318597.8885328197, 4831739.253429773 1318586.3689758044, 4831660.839717509 1318582.5167571423, 4831582.426005245 1318586.3689758044, 4831504.767459896 1318597.8885328197, 4831428.611975705 1318616.9644885566, 4831354.692971617 1318643.4131311332, 4831283.722328048 1318676.9797456635, 4831216.383531094 1318717.3410673002, 4831153.325090178 1318764.1083944521, 4831095.15429256 1318816.831332193, 4831042.431354819 1318875.0021298113, 4830995.664027668 1318938.0605707266, 4830955.30270603 1319005.3993676815, 4830921.7360915 1319076.3700112503, 4830895.287448923 1319150.2890153388, 4830876.211493187 1319226.4444995294, 4830864.691936172 1319304.1030448787, 4830860.839717509 1319382.5167571423, 4830864.691936172 1319460.9304694058, 4830876.211493187 1319538.589014755, 4830895.287448923 1319614.7444989458, 4830921.7360915 1319688.6635030343, 4830955.30270603 1319759.634146603, 4830995.664027668 1319826.972943558, 4831042.431354819 1319890.0313844732, 4831095.15429256 1319948.2021820915, 4831153.325090178 1320000.9251198324, 4831216.383531094 1320047.6924469844, 4831283.722328048 1320088.053768621, 4831354.692971617 1320121.6203831513, 4831428.611975705 1320148.069025728, 4831504.767459896 1320167.1449814648, 4831582.426005245 1320178.66453848, 4831660.839717509 1320182.5167571423, 4831739.253429773 1320178.66453848, 4831816.911975122 1320167.1449814648, 4831893.067459313 1320148.069025728, 4831966.9864634015 1320121.6203831513, 4832037.95710697 1320088.053768621, 4832105.295903925 1320047.6924469844, 4832168.35434484 1320000.9251198324, 4832226.525142458 1319948.2021820915, 4832279.2480802 1319890.0313844732, 4832326.015407351 1319826.972943558, 4832366.376728988 1319759.634146603, 4832399.943343518 1319688.6635030343, 4832426.391986095 1319614.7444989458, 4832445.467941832 1319538.589014755, 4832456.987498847 1319460.9304694058, 4832460.839717509 1319382.5167571423))",Le Fate Ignoranti,Area di Servizio - Badia al Pino Est,A1  Autostrada del Sole,52041,43.405595,11.763815,EVTEC,477.8330000000001,30,262.8,62.5,Civitella In Val di Chiana,332.38,1168.0,Toscana,0.0877,0,3741157.440777,48186
52,IT*F2X*EF2XITA7101,True,True,False,False,False,False,True,"POLYGON ((4833015.299837252 1319356.0110281014, 4833011.44761859 1319277.5973158379, 4832999.928061575 1319199.9387704886, 4832980.852105838 1319123.783286298, 4832954.403463261 1319049.8642822094, 4832920.836848731 1318978.8936386406, 4832880.475527094 1318911.5548416858, 4832833.7081999425 1318848.4964007705, 4832780.985262201 1318790.3256031522, 4832722.814464583 1318737.6026654113, 4832659.756023668 1318690.8353382593, 4832592.417226713 1318650.4740166226, 4832521.446583144 1318616.9074020924, 4832447.527579056 1318590.4587595158, 4832371.372094865 1318571.3828037789, 4832293.713549516 1318559.8632467636, 4832215.299837252 1318556.0110281014, 4832136.886124988 1318559.8632467636, 4832059.227579639 1318571.3828037789, 4831983.072095448 1318590.4587595158, 4831909.15309136 1318616.9074020924, 4831838.182447791 1318650.4740166226, 4831770.8436508365 1318690.8353382593, 4831707.785209921 1318737.6026654113, 4831649.614412303 1318790.3256031522, 4831596.891474562 1318848.4964007705, 4831550.1241474105 1318911.5548416858, 4831509.762825773 1318978.8936386406, 4831476.196211243 1319049.8642822094, 4831449.747568666 1319123.783286298, 4831430.67161293 1319199.9387704886, 4831419.1520559145 1319277.5973158379, 4831415.299837252 1319356.0110281014, 4831419.1520559145 1319434.424740365, 4831430.67161293 1319512.0832857143, 4831449.747568666 1319588.238769905, 4831476.196211243 1319662.1577739934, 4831509.762825773 1319733.1284175622, 4831550.1241474105 1319800.467214517, 4831596.891474562 1319863.5256554324, 4831649.614412303 1319921.6964530507, 4831707.785209921 1319974.4193907916, 4831770.8436508365 1320021.1867179435, 4831838.182447791 1320061.5480395802, 4831909.15309136 1320095.1146541105, 4831983.072095448 1320121.563296687, 4832059.227579639 1320140.639252424, 4832136.886124988 1320152.1588094393, 4832215.299837252 1320156.0110281014, 4832293.713549516 1320152.1588094393, 4832371.372094865 1320140.639252424, 4832447.527579056 1320121.563296687, 4832521.446583144 1320095.1146541105, 4832592.417226713 1320061.5480395802, 4832659.756023668 1320021.1867179435, 4832722.814464583 1319974.4193907916, 4832780.985262201 1319921.6964530507, 4832833.7081999425 1319863.5256554324, 4832880.475527094 1319800.467214517, 4832920.836848731 1319733.1284175622, 4832954.403463261 1319662.1577739934, 4832980.852105838 1319588.238769905, 4832999.928061575 1319512.0832857143, 4833011.44761859 1319434.424740365, 4833015.299837252 1319356.0110281014))",Le Fate Ignoranti,Area di Servizio - Badia al Pino Ovest,A1  Autostrada del Sole,52041,43.407976,11.762806,alpitronic GmbH,30705.18800000001,918,20904.04,300.0,Civitella In Val di Chiana,24918.86,30106.0,Toscana,0.0877,0,3741157.440777,48186
53,IT*F2X*EF2XITA7102,True,True,False,False,False,False,True,"POLYGON ((4833015.299837252 1319356.0110281014, 4833011.44761859 1319277.5973158379, 4832999.928061575 1319199.9387704886, 4832980.852105838 1319123.783286298, 4832954.403463261 1319049.8642822094, 4832920.836848731 1318978.8936386406, 4832880.475527094 1318911.5548416858, 4832833.7081999425 1318848.4964007705, 4832780.985262201 1318790.3256031522, 4832722.814464583 1318737.6026654113, 4832659.756023668 1318690.8353382593, 4832592.417226713 1318650.4740166226, 4832521.446583144 1318616.9074020924, 4832447.527579056 1318590.4587595158, 4832371.372094865 1318571.3828037789, 4832293.713549516 1318559.8632467636, 4832215.299837252 1318556.0110281014, 4832136.886124988 1318559.8632467636, 4832059.227579639 1318571.3828037789, 4831983.072095448 1318590.4587595158, 4831909.15309136 1318616.9074020924, 4831838.182447791 1318650.4740166226, 4831770.8436508365 1318690.8353382593, 4831707.785209921 1318737.6026654113, 4831649.614412303 1318790.3256031522, 4831596.891474562 1318848.4964007705, 4831550.1241474105 1318911.5548416858, 4831509.762825773 1318978.8936386406, 4831476.196211243 1319049.8642822094, 4831449.747568666 1319123.783286298, 4831430.67161293 1319199.9387704886, 4831419.1520559145 1319277.5973158379, 4831415.299837252 1319356.0110281014, 4831419.1520559145 1319434.424740365, 4831430.67161293 1319512.0832857143, 4831449.747568666 1319588.238769905, 4831476.196211243 1319662.1577739934, 4831509.762825773 1319733.1284175622, 4831550.1241474105 1319800.467214517, 4831596.891474562 1319863.5256554324, 4831649.614412303 1319921.6964530507, 4831707.785209921 1319974.4193907916, 4831770.8436508365 1320021.1867179435, 4831838.182447791 1320061.5480395802, 4831909.15309136 1320095.1146541105, 4831983.072095448 1320121.563296687, 4832059.227579639 1320140.639252424, 4832136.886124988 1320152.1588094393, 4832215.299837252 1320156.0110281014, 4832293.713549516 1320152.1588094393, 4832371.372094865 1320140.639252424, 4832447.527579056 1320121.563296687, 4832521.446583144 1320095.1146541105, 4832592.417226713 1320061.5480395802, 4832659.756023668 1320021.1867179435, 4832722.814464583 1319974.4193907916, 4832780.985262201 1319921.6964530507, 4832833.7081999425 1319863.5256554324, 4832880.475527094 1319800.467214517, 4832920.836848731 1319733.1284175622, 4832954.403463261 1319662.1577739934, 4832980.852105838 1319588.238769905, 4832999.928061575 1319512.0832857143, 4833011.44761859 1319434.424740365, 4833015.299837252 1319356.0110281014))",Le Fate Ignoranti,Area di Servizio - Badia al Pino Ovest,A1  Autostrada del Sole,52041,43.407978,11.762863,alpitronic GmbH,18120.842000000004,556,12303.99,300.0,Civitella In Val di Chiana,15632.27,18739.0,Toscana,0.0877,0,3741157.440777,48186
