connector_evse_id,station_name,station_address,station_postal_code,station_coordinates_lat,station_coordinates_lon,station_brand,totEnergy,totSessions,totCost,Potenza (kW),Station Città,Ricavi totali (€) (IVA esclusa),Tempo Totale (min),denominazione_regione,EV_percentage_per_region
IT*F2X*EF2XITLINC05*1,Aeroporto - Linate Commerciale,Aeroporto Linate Commerciale,20090,45.46187,9.275956,alpitronic GmbH,21147.67599999998,733,14822.33,300.0,Milano,16656.08,29441.0,Piemonte,0.0732
IT*F2X*EF2XITLINC05*2,Aeroporto - Linate Commerciale,Aeroporto Linate Commerciale,20090,45.46187,9.275956,alpitronic GmbH,41444.81599999994,1547,28799.89,300.0,Milano,32611.83,61114.0,Piemonte,0.0732
IT*F2X*EF2XITA8651*1,Area di Servizio - Fabro Ovest,A1 - Autostrada del Sole,5015,42.876654,12.017233,EVTEC,4471.291000000001,207,2455.88,62.5,Fabro,1528.09,3473.0,Umbria,0.0385
IT*F2X*EF2XITA8651*2,Area di Servizio - Fabro Ovest,A1 - Autostrada del Sole,5015,42.876654,12.017233,EVTEC,425.51700000000005,22,234.02,62.5,Fabro,274.79,1146.0,Umbria,0.0385
IT*F2X*EF2XITA8651*3,Area di Servizio - Fabro Ovest,A1 - Autostrada del Sole,5015,42.876654,12.017233,EVTEC,1039.707,178,463.77,22.0,Fabro,305.86,5209.0,Umbria,0.0385
IT*F2X*EF2XITA1001*1,Area di Servizio - San Zenone al Lambro Est,A1 - Autostrada del Sole,20070,45.321512,9.37723,alpitronic GmbH,33353.18399999995,1113,22626.82,300.0,Melegnano,33739.91,35982.0,Lombardia,0.0767
IT*F2X*EF2XITA1001*2,Area di Servizio - San Zenone al Lambro Est,A1 - Autostrada del Sole,20070,45.321512,9.37723,alpitronic GmbH,33809.736000000004,1009,22884.07,300.0,Melegnano,29598.91,32342.0,Lombardia,0.0767
IT*F2X*EF2XITA1002*1,Area di Servizio - San Zenone al Lambro Est,A1 - Autostrada del Sole,20070,45.32147,9.377177,alpitronic GmbH,43867.26399999997,1481,29815.99,300.0,Melegnano,33632.47,36346.0,Lombardia,0.0767
IT*F2X*EF2XITA1002*2,Area di Servizio - San Zenone al Lambro Est,A1 - Autostrada del Sole,20070,45.32147,9.377177,alpitronic GmbH,31344.288000000008,1032,21191.46,300.0,Melegnano,31696.0,35280.0,Lombardia,0.0767
IT*F2X*EF2XITN3604*2,Area di Servizio - Montefeltro Ovest,Autostrada Adriatica,47838,43.994404,12.618473,alpitronic GmbH,7057.128999999998,201,4767.51,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITM2003*1,Area di Servizio - Po Est,A13 Bologna - Padova,44121,44.879328,11.570735,alpitronic GmbH,2956.1049999999977,105,2009.82,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITM2003*2,Area di Servizio - Po Est,A13 Bologna - Padova,44121,44.879328,11.570735,alpitronic GmbH,1286.6419999999998,49,874.73,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITM2004*1,Area di Servizio - Po Est,A13 Bologna - Padova,44121,44.879328,11.570781,alpitronic GmbH,1817.4019999999996,66,1235.85,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITN1051*1,Area di Servizio - Sillaro Est,A14 - Autostrada Adriatica,40024,44.429416,11.600241,EVTEC,5179.4389999999985,222,2845.83,62.5,Castel San Pietro Terme,1966.74,5021.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN1051*2,Area di Servizio - Sillaro Est,A14 - Autostrada Adriatica,40024,44.429416,11.600241,EVTEC,631.231,42,347.17,62.5,Castel San Pietro Terme,401.91,1668.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN1051*3,Area di Servizio - Sillaro Est,A14 - Autostrada Adriatica,40024,44.429416,11.600241,EVTEC,1136.999999999999,178,511.68,22.0,Castel San Pietro Terme,422.73,5601.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN1001*1,Area di Servizio - Sillaro Est,A14 - Autostrada Adriatica,40024,44.42926,11.600198,alpitronic GmbH,36825.42199999997,1120,25020.6,300.0,Castel San Pietro Terme,21500.27,24822.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN1001*2,Area di Servizio - Sillaro Est,A14 - Autostrada Adriatica,40024,44.42926,11.600198,alpitronic GmbH,39768.096000000005,1134,27017.7,300.0,Castel San Pietro Terme,20399.91,23579.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN1002*1,Area di Servizio - Sillaro Est,A14 - Autostrada Adriatica,40024,44.429218,11.600174,alpitronic GmbH,45489.50399999995,1523,30946.65,300.0,Castel San Pietro Terme,25995.93,31247.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN1002*2,Area di Servizio - Sillaro Est,A14 - Autostrada Adriatica,40024,44.429218,11.600174,alpitronic GmbH,31463.39600000002,943,21425.77,300.0,Castel San Pietro Terme,17972.64,21322.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITM2004*2,Area di Servizio - Po Est,A13 Bologna - Padova,44121,44.879328,11.570781,alpitronic GmbH,2666.681,77,1813.36,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITN8051*1,Area di Servizio - Torre Cerrano Est,Autostrada Adriatica,64028,42.531791,14.124218,EVTEC,1420.8539999999998,69,781.47,62.5,Torre Cerrano,460.85,1200.0,Abruzzo,0.0374
IT*F2X*EF2XITN8051*2,Area di Servizio - Torre Cerrano Est,Autostrada Adriatica,64028,42.531791,14.124218,EVTEC,1045.2430000000002,58,574.9,62.5,Torre Cerrano,592.58,2200.0,Abruzzo,0.0374
IT*F2X*EF2XITN8051*3,Area di Servizio - Torre Cerrano Est,Autostrada Adriatica,64028,42.531791,14.124218,EVTEC,307.33099999999996,49,138.29,22.0,Torre Cerrano,160.42,2630.0,Abruzzo,0.0374
IT*F2X*EF2XITB4002*1,Area di Servizio - La Macchia Est,Autostrada del Sole,3012,41.686526,13.188619,alpitronic GmbH,38248.156,1253,25964.94,300.0,Anagni,33925.62,40014.0,Lazio,0.0694
IT*F2X*EF2XITB4002*2,Area di Servizio - La Macchia Est,Autostrada del Sole,3012,41.686526,13.188619,alpitronic GmbH,31621.452000000005,1042,21481.47,300.0,Anagni,25079.91,30032.0,Lazio,0.0694
IT*F2X*EF2XITB4001*1,Area di Servizio - La Macchia Est,Autostrada del Sole,3012,41.686553,13.188656,alpitronic GmbH,33892.02800000005,1129,23066.38,300.0,Anagni,13924.43,16523.0,Lazio,0.0694
IT*F2X*EF2XITB4001*2,Area di Servizio - La Macchia Est,Autostrada del Sole,3012,41.686553,13.188656,alpitronic GmbH,28436.46199999996,935,19242.41,300.0,Anagni,10288.56,12795.0,Lazio,0.0694
IT*F2X*EF2XITA7001*1,Area di Servizio - Badia al Pino Est,A1  Autostrada del Sole,52041,43.405595,11.763815,alpitronic GmbH,17497.48599999999,461,11898.22,300.0,Civitella In Val di Chiana,12472.2,15961.0,Toscana,0.0877
IT*F2X*EF2XITA7001*2,Area di Servizio - Badia al Pino Est,A1  Autostrada del Sole,52041,43.405595,11.763815,alpitronic GmbH,20961.907999999967,546,14221.87,300.0,Civitella In Val di Chiana,13665.61,15759.0,Toscana,0.0877
IT*F2X*EF2XITA7002*1,Area di Servizio - Badia al Pino Est,A1  Autostrada del Sole,52041,43.40554,11.763788,alpitronic GmbH,39053.35600000002,1079,26419.0,300.0,Civitella In Val di Chiana,28525.99,33110.0,Toscana,0.0877
IT*F2X*EF2XITA7002*2,Area di Servizio - Badia al Pino Est,A1  Autostrada del Sole,52041,43.40554,11.763788,alpitronic GmbH,40614.36199999999,1142,27554.06,300.0,Civitella In Val di Chiana,22670.32,27356.0,Toscana,0.0877
IT*F2X*EF2XITA7051*1,Area di Servizio - Badia al Pino Est,A1  Autostrada del Sole,52041,43.405595,11.763815,EVTEC,2989.6020000000003,114,1650.15,62.5,Civitella In Val di Chiana,1187.82,2627.0,Toscana,0.0877
IT*F2X*EF2XITA7051*2,Area di Servizio - Badia al Pino Est,A1  Autostrada del Sole,52041,43.405595,11.763815,EVTEC,477.8330000000001,30,262.8,62.5,Civitella In Val di Chiana,332.38,1168.0,Toscana,0.0877
IT*F2X*EF2XITA7051*3,Area di Servizio - Badia al Pino Est,A1  Autostrada del Sole,52041,43.405595,11.763815,EVTEC,897.8729999999998,134,403.95,22.0,Civitella In Val di Chiana,340.4,5883.0,Toscana,0.0877
IT*F2X*EF2XITA7101*1,Area di Servizio - Badia al Pino Ovest,A1  Autostrada del Sole,52041,43.407976,11.762806,alpitronic GmbH,30705.18800000001,918,20904.04,300.0,Civitella In Val di Chiana,24918.86,30106.0,Toscana,0.0877
IT*F2X*EF2XITA7101*2,Area di Servizio - Badia al Pino Ovest,A1  Autostrada del Sole,52041,43.407976,11.762806,alpitronic GmbH,9356.659999999998,312,6371.81,300.0,Civitella In Val di Chiana,8774.12,10427.0,Toscana,0.0877
IT*F2X*EF2XITA7102*1,Area di Servizio - Badia al Pino Ovest,A1  Autostrada del Sole,52041,43.407978,11.762863,alpitronic GmbH,18120.842000000004,556,12303.99,300.0,Civitella In Val di Chiana,15632.27,18739.0,Toscana,0.0877
IT*F2X*EF2XITA7102*2,Area di Servizio - Badia al Pino Ovest,A1  Autostrada del Sole,52041,43.407978,11.762863,alpitronic GmbH,21148.580000000013,603,14358.1,300.0,Civitella In Val di Chiana,16459.71,19567.0,Toscana,0.0877
IT*F2X*EF2XITA7151*1,Area di Servizio - Badia al Pino Ovest,A1  Autostrada del Sole,52041,43.408129,11.76261,EVTEC,11332.471,444,6250.58,62.5,Civitella In Val di Chiana,2104.84,4788.0,Toscana,0.0877
IT*F2X*EF2XITA7151*2,Area di Servizio - Badia al Pino Ovest,A1  Autostrada del Sole,52041,43.408129,11.76261,EVTEC,478.0100000000001,34,262.91,62.5,Civitella In Val di Chiana,315.02,1175.0,Toscana,0.0877
IT*F2X*EF2XITA7151*3,Area di Servizio - Badia al Pino Ovest,A1  Autostrada del Sole,52041,43.408129,11.76261,EVTEC,1072.915,217,486.74,22.0,Civitella In Val di Chiana,366.04,7151.0,Toscana,0.0877
IT*F2X*EF2XITM1002*1,Area di Servizio - Castel Bentivoglio Est,A13 Bologna - Padova,40010,44.621103,11.419783,alpitronic GmbH,28139.728,976,19154.1,300.0,Bentivoglio,15107.85,17792.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN3651*1,Area di Servizio - Montefeltro Ovest,Autostrada Adriatica,47838,43.994228,12.61838,EVTEC,3043.0879999999997,149,1673.68,62.5,Riccione,1007.13,2583.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN3651*2,Area di Servizio - Montefeltro Ovest,Autostrada Adriatica,47838,43.994228,12.61838,EVTEC,1081.773,59,594.97,62.5,Riccione,781.25,2997.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN3651*3,Area di Servizio - Montefeltro Ovest,Autostrada Adriatica,47838,43.994228,12.61838,EVTEC,915.9370000000008,160,412.18,22.0,Riccione,259.82,4120.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN1101*1,Area di Servizio - Sillaro Ovest,A14 - Autostrada Adriatica,40024,44.427775,11.599347,alpitronic GmbH,19446.87099999999,602,13245.22,300.0,Castel San Pietro Terme,13321.48,15974.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN1101*2,Area di Servizio - Sillaro Ovest,A14 - Autostrada Adriatica,40024,44.427775,11.599347,alpitronic GmbH,37403.221000000034,1148,25432.33,300.0,Castel San Pietro Terme,22711.05,27101.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN1102*1,Area di Servizio - Sillaro Ovest,A14 - Autostrada Adriatica,40024,44.4278,11.599364,alpitronic GmbH,57160.819999999934,1850,38866.36,300.0,Castel San Pietro Terme,32374.65,38785.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN1102*2,Area di Servizio - Sillaro Ovest,A14 - Autostrada Adriatica,40024,44.4278,11.599364,alpitronic GmbH,48902.61400000006,1572,33259.83,300.0,Castel San Pietro Terme,18242.45,22112.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN1151*1,Area di Servizio - Sillaro Ovest,A14 - Autostrada Adriatica,40024,44.427628,11.599236,EVTEC,6306.472000000001,300,3483.0,62.5,Castel San Pietro Terme,3000.25,7073.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN8001*1,Area di Servizio - Torre Cerrano Est,Autostrada Adriatica,64028,42.531713,14.12447,alpitronic GmbH,24719.06800000001,765,17139.67,300.0,Torre Cerrano,19425.73,22986.0,Abruzzo,0.0374
IT*F2X*EF2XITN8001*2,Area di Servizio - Torre Cerrano Est,Autostrada Adriatica,64028,42.531713,14.12447,alpitronic GmbH,15865.354000000005,478,10762.51,300.0,Torre Cerrano,10642.57,13488.0,Abruzzo,0.0374
IT*F2X*EF2XITN8002*1,Area di Servizio - Torre Cerrano Est,Autostrada Adriatica,64028,42.531736,14.124386,alpitronic GmbH,11140.745999999996,353,7576.34,300.0,Torre Cerrano,8673.79,10757.0,Abruzzo,0.0374
IT*F2X*EF2XITN8002*2,Area di Servizio - Torre Cerrano Est,Autostrada Adriatica,64028,42.531736,14.124386,alpitronic GmbH,11865.832000000011,352,8071.93,300.0,Torre Cerrano,7876.07,10438.0,Abruzzo,0.0374
IT*F2X*EF2XITN1151*2,Area di Servizio - Sillaro Ovest,A14 - Autostrada Adriatica,40024,44.427628,11.599236,EVTEC,457.98200000000014,26,251.89,62.5,Castel San Pietro Terme,302.77,1324.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITN1151*3,Area di Servizio - Sillaro Ovest,A14 - Autostrada Adriatica,40024,44.427628,11.599236,EVTEC,1258.7520000000009,238,564.52,22.0,Castel San Pietro Terme,476.31,7187.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITM1001*2,Area di Servizio - Castel Bentivoglio Est,A13 Bologna - Padova,40010,44.621103,11.419783,alpitronic GmbH,21295.83200000001,676,14488.15,300.0,Bentivoglio,10920.17,12026.0,Emilia-Romagna,0.0661
IT*F2X*EF2XITY3001*1,Area di Servizio - Sile Est,A27 - Autostrada d'Alemagna,31032,45.607796,12.298567,alpitronic GmbH,17119.53,610,11625.43,300.0,Casale sul Sile,12353.43,14476.0,Veneto,0.062
IT*F2X*EF2XITY3001*2,Area di Servizio - Sile Est,A27 - Autostrada d'Alemagna,31032,45.607796,12.298567,alpitronic GmbH,19317.941000000003,618,13136.15,300.0,Casale sul Sile,13749.52,14913.0,Veneto,0.062
IT*F2X*EF2XITY3002*1,Area di Servizio - Sile Est,A27 - Autostrada d'Alemagna,31032,45.607797,12.298652,alpitronic GmbH,18136.414999999983,610,12309.36,300.0,Casale sul Sile,8166.34,9446.0,Veneto,0.062
IT*F2X*EF2XITY3002*2,Area di Servizio - Sile Est,A27 - Autostrada d'Alemagna,31032,45.607797,12.298652,alpitronic GmbH,11386.171000000008,395,7742.99,300.0,Casale sul Sile,5148.0,6024.0,Veneto,0.062
IT*F2X*EF2XITY3051*1,Area di Servizio - Sile Est,A27 - Autostrada d'Alemagna,31032,45.607532,12.298706,EVTEC,2056.7470000000008,97,1131.17,62.5,Casale sul Sile,881.76,2202.0,Veneto,0.062
IT*F2X*EF2XITY3051*2,Area di Servizio - Sile Est,A27 - Autostrada d'Alemagna,31032,45.607532,12.298706,EVTEC,114.95300000000002,12,63.23,62.5,Casale sul Sile,99.64,356.0,Veneto,0.062
IT*F2X*EF2XITY3051*3,Area di Servizio - Sile Est,A27 - Autostrada d'Alemagna,31032,45.607532,12.298706,EVTEC,295.7999999999999,44,133.15,22.0,Casale sul Sile,114.98,1663.0,Veneto,0.062
IT*F2X*EF2XITO1101*1,Area di Servizio - Torre Fantine Ovest,A14 - Autostrada Adriatica,71010,41.908914,15.168433,alpitronic GmbH,14128.24499999999,439,9614.7,300.0,Chieuti,6255.22,7644.0,Puglia,0.0246
IT*F2X*EF2XITO1101*2,Area di Servizio - Torre Fantine Ovest,A14 - Autostrada Adriatica,71010,41.908914,15.168433,alpitronic GmbH,20.958,1,14.25,300.0,Chieuti,7289.3,8562.0,Puglia,0.0246
IT*F2X*EF2XITO1102*1,Area di Servizio - Torre Fantine Ovest,A14 - Autostrada Adriatica,71010,41.908932,15.168601,alpitronic GmbH,17044.172000000017,509,11598.06,300.0,Chieuti,9924.26,11779.0,Puglia,0.0246
IT*F2X*EF2XITO1102*2,Area di Servizio - Torre Fantine Ovest,A14 - Autostrada Adriatica,71010,41.908932,15.168601,alpitronic GmbH,17480.398999999994,527,11908.52,300.0,Chieuti,8213.2,9653.0,Puglia,0.0246
IT*F2X*EF2XITO1151*1,Area di Servizio - Torre Fantine Ovest,A14 - Autostrada Adriatica,71010,41.908973,15.168712,EVTEC,1693.1850000000002,71,931.27,62.5,Chieuti,368.48,859.0,Puglia,0.0246
IT*F2X*EF2XITO1151*2,Area di Servizio - Torre Fantine Ovest,A14 - Autostrada Adriatica,71010,41.908973,15.168712,EVTEC,223.626,15,123.0,62.5,Chieuti,107.06,491.0,Puglia,0.0246
IT*F2X*EF2XITO1151*3,Area di Servizio - Torre Fantine Ovest,A14 - Autostrada Adriatica,71010,41.908973,15.168712,EVTEC,480.3369999999999,87,216.15,22.0,Chieuti,168.72,2986.0,Puglia,0.0246
IT*F2X*EF2XITB2601*1,Area di Servizio - Prenestina Ovest,A1 - Autostrada del Sole,10,41.889533,12.758343,alpitronic GmbH,15969.762000000004,507,10796.92,300.0,Roma,11083.18,12846.0,Lazio,0.0694
IT*F2X*EF2XITB2601*2,Area di Servizio - Prenestina Ovest,A1 - Autostrada del Sole,10,41.889533,12.758343,alpitronic GmbH,14342.965000000007,427,9696.82,300.0,Roma,8307.18,9644.0,Lazio,0.0694
IT*F2X*EF2XITB2602*1,Area di Servizio - Prenestina Ovest,A1 - Autostrada del Sole,10,41.889566,12.758418,alpitronic GmbH,20706.262,686,14205.16,300.0,Roma,16355.17,18937.0,Lazio,0.0694
IT*F2X*EF2XITB2602*2,Area di Servizio - Prenestina Ovest,A1 - Autostrada del Sole,10,41.889566,12.758418,alpitronic GmbH,14763.095999999992,481,10000.43,300.0,Roma,9620.52,11826.0,Lazio,0.0694
IT*F2X*EF2XITX2003*1,Area di Servizio - Stura Est,A26 - Autostrada dei Trafori,15070,44.591463,8.665741,alpitronic GmbH,4786.206000000002,159,3256.3,,,,,Piemonte,0.0732
IT*F2X*EF2XITX2003*2,Area di Servizio - Stura Est,A26 - Autostrada dei Trafori,15070,44.591463,8.665741,alpitronic GmbH,7693.220999999999,228,5228.84,,,,,Piemonte,0.0732
IT*F2X*EF2XITX2004*1,Area di Servizio - Stura Est,A26 - Autostrada dei Trafori,15070,44.591528,8.66577,alpitronic GmbH,4992.345999999999,167,3368.17,,,,,Piemonte,0.0732
IT*F2X*EF2XITX2004*2,Area di Servizio - Stura Est,A26 - Autostrada dei Trafori,15070,44.591528,8.66577,alpitronic GmbH,6890.114999999995,212,4692.35,,,,,Piemonte,0.0732
IT*F2X*EF2XITD0102*1,Area di Servizio - Novate Nord,Torino - Trieste,20026,45.530277,9.14942,alpitronic GmbH,26972.164000000008,952,18275.28,300.0,Novate Milanese,11830.01,14293.0,Lombardia,0.0767
IT*F2X*EF2XITD0102*2,Area di Servizio - Novate Nord,Torino - Trieste,20026,45.530277,9.14942,alpitronic GmbH,15157.828,514,9822.26,300.0,Novate Milanese,5220.94,6662.0,Lombardia,0.0767
IT*F2X*EF2XITD0101*1,Area di Servizio - Novate Nord,Torino - Trieste,20026,45.5303,9.14942,alpitronic GmbH,20478.269,731,13745.69,300.0,Novate Milanese,8310.63,9671.0,Lombardia,0.0767
IT*F2X*EF2XITD0101*2,Area di Servizio - Novate Nord,Torino - Trieste,20026,45.5303,9.14942,alpitronic GmbH,18616.952000000005,618,12531.82,300.0,Novate Milanese,6243.62,7693.0,Lombardia,0.0767
IT*F2X*EF2XITN0503*1,Area di Servizio - Pioppa Est,A14 - Autostrada Adriatica,40069,44.519363,11.214104,UNKNOWN,9246.347000000009,286,6267.37,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITD0151*1,Area di Servizio - Novate Nord,Torino - Trieste,20026,45.530433,9.149317,EVTEC,3759.4980000000014,181,2067.9,62.5,Novate Milanese,819.5,2090.0,Lombardia,0.0767
IT*F2X*EF2XITD0151*2,Area di Servizio - Novate Nord,Torino - Trieste,20026,45.530433,9.149317,EVTEC,358.83700000000005,39,197.35,62.5,Novate Milanese,257.73,960.0,Lombardia,0.0767
IT*F2X*EF2XITD0151*3,Area di Servizio - Novate Nord,Torino - Trieste,20026,45.530433,9.149317,EVTEC,1025.7039999999995,122,461.57,22.0,Novate Milanese,321.35,6004.0,Lombardia,0.0767
IT*F2X*EF2XITH1001*1,Area di Servizio - Villoresi Est,A08 MILANO-VARESE,20020,45.558978,9.042351,alpitronic GmbH,21962.767000000025,640,14877.46,,,,,Lombardia,0.0767
IT*F2X*EF2XITH1001*2,Area di Servizio - Villoresi Est,A08 MILANO-VARESE,20020,45.558978,9.042351,alpitronic GmbH,27725.59399999999,759,18871.22,,,,,Lombardia,0.0767
IT*F2X*EF2XITH1002*1,Area di Servizio - Villoresi Est,A08 MILANO-VARESE,20020,45.558944,9.042353,alpitronic GmbH,23221.254000000008,696,15795.7,,,,,Lombardia,0.0767
IT*F2X*EF2XITH1002*2,Area di Servizio - Villoresi Est,A08 MILANO-VARESE,20020,45.558944,9.042353,alpitronic GmbH,22206.426000000018,587,15083.27,,,,,Lombardia,0.0767
IT*F2X*EF2XITH1051*1,Area di Servizio - Villoresi Est,A08 MILANO-VARESE,20020,45.559054,9.042329,EVTEC,3251.8889999999997,132,1784.01,,,,,Lombardia,0.0767
IT*F2X*EF2XITH1051*2,Area di Servizio - Villoresi Est,A08 MILANO-VARESE,20020,45.559054,9.042329,EVTEC,635.7899999999998,39,349.73,,,,,Lombardia,0.0767
IT*F2X*EF2XITH1051*3,Area di Servizio - Villoresi Est,A08 MILANO-VARESE,20020,45.559054,9.042329,EVTEC,679.5010000000002,132,304.46,,,,,Lombardia,0.0767
IT*F2X*EF2XITN0504*1,Area di Servizio - Pioppa Est,A14 - Autostrada Adriatica,40069,44.519366,11.214183,alpitronic GmbH,9839.160000000003,296,6692.54,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITN0504*2,Area di Servizio - Pioppa Est,A14 - Autostrada Adriatica,40069,44.519366,11.214183,alpitronic GmbH,11591.107,326,7897.2,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITN0603*1,Area di Servizio - Pioppa Ovest,Autostrada Adriatica,40069,44.518367,11.214225,UNKNOWN,165.05100000000002,6,112.53,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITN0603*2,Area di Servizio - Pioppa Ovest,Autostrada Adriatica,40069,44.518367,11.214225,UNKNOWN,181.738,5,123.59,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITN0604*1,Area di Servizio - Pioppa Ovest,Autostrada Adriatica,40069,44.518376,11.214226,UNKNOWN,205.753,7,139.91,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITN0604*2,Area di Servizio - Pioppa Ovest,Autostrada Adriatica,40069,44.518376,11.214226,UNKNOWN,338.233,10,229.98,,,,,Emilia-Romagna,0.0661
IT*F2X*EF2XITB5151*1,Area di Servizio - Teano Ovest,Autostrada A1- Direzione Napoli Km 708,81057,41.23376,14.091779,EVTEC,4493.149999999998,219,2473.43,62.5,Teano,1666.96,4522.0,Campania,0.0206
IT*F2X*EF2XITB5151*2,Area di Servizio - Teano Ovest,Autostrada A1- Direzione Napoli Km 708,81057,41.23376,14.091779,EVTEC,369.1909999999999,30,203.07,62.5,Teano,214.87,894.0,Campania,0.0206
IT*F2X*EF2XITB5151*3,Area di Servizio - Teano Ovest,Autostrada A1- Direzione Napoli Km 708,81057,41.23376,14.091779,EVTEC,1546.831000000001,192,749.13,22.0,Teano,611.68,8444.0,Campania,0.0206
IT*F2X*EF2XITP2002*1,Area di Servizio - Irpinia Nord,Autostrada dei due Mari,83100,40.926719,14.783162,alpitronic GmbH,21452.255999999983,735,14591.22,300.0,Avellino,13240.32,15145.0,Campania,0.0206
IT*F2X*EF2XITP2002*2,Area di Servizio - Irpinia Nord,Autostrada dei due Mari,83100,40.926719,14.783162,alpitronic GmbH,10216.45099999999,321,6946.22,300.0,Avellino,5559.07,6783.0,Campania,0.0206
IT*F2X*EF2XITP2001*1,Area di Servizio - Irpinia Nord,Autostrada dei due Mari,83100,40.926673,14.783092,alpitronic GmbH,11980.568000000005,397,8146.85,300.0,Avellino,7773.16,8626.0,Campania,0.0206
IT*F2X*EF2XITP2001*2,Area di Servizio - Irpinia Nord,Autostrada dei due Mari,83100,40.926673,14.783092,alpitronic GmbH,9899.45999999999,317,6731.68,300.0,Avellino,4696.34,5431.0,Campania,0.0206
IT*F2X*EF2XITL9102*1,Area di Servizio - Sant'Ilario Sud,A12 Autostrada Azzurra,16167,44.392354,9.045146,alpitronic GmbH,17496.254999999994,602,11897.72,300.0,Genova,6173.8,7694.0,Liguria,0.0664
IT*F2X*EF2XITL9102*2,Area di Servizio - Sant'Ilario Sud,A12 Autostrada Azzurra,16167,44.392354,9.045146,alpitronic GmbH,28767.235000000008,935,19603.75,300.0,Genova,9749.94,12253.0,Liguria,0.0664
IT*F2X*EF2XITB4051*1,Area di Servizio - La Macchia Est,Autostrada del Sole,3012,41.686784,13.188454,EVTEC,6712.490000000002,311,3691.87,62.5,Anagni,3361.55,7485.0,Lazio,0.0694
IT*F2X*EF2XITI1001*1,Area di Servizio - Lario Est,A9 Autostrada dei laghi,22071,45.728993,9.028775,alpitronic GmbH,50752.41999999996,1653,34514.04,300.0,Cadorago,29501.15,34845.0,Lombardia,0.0767
IT*F2X*EF2XITI1001*2,Area di Servizio - Lario Est,A9 Autostrada dei laghi,22071,45.728993,9.028775,alpitronic GmbH,66342.8480000001,2060,45119.66,300.0,Cadorago,36787.08,42415.0,Lombardia,0.0767
IT*F2X*EF2XITI1002*1,Area di Servizio - Lario Est,A9 Autostrada dei laghi,22071,45.729017,9.028915,alpitronic GmbH,50063.12000000001,1617,34044.62,300.0,Cadorago,30496.68,35141.0,Lombardia,0.0767
IT*F2X*EF2XITI1002*2,Area di Servizio - Lario Est,A9 Autostrada dei laghi,22071,45.729017,9.028915,alpitronic GmbH,35096.98199999999,1057,23870.09,300.0,Cadorago,18667.62,21512.0,Lombardia,0.0767
IT*F2X*EF2XITX2103*1,Area di Servizio - Stura Ovest,A26 - Autostrada dei Trafori,15070,44.592331,8.664828,alpitronic GmbH,6177.208999999997,208,4203.71,,,,,Piemonte,0.0732
IT*F2X*EF2XITX2103*2,Area di Servizio - Stura Ovest,A26 - Autostrada dei Trafori,15070,44.592331,8.664828,alpitronic GmbH,9658.483000000004,274,6584.85,,,,,Piemonte,0.0732
IT*F2X*EF2XITX2104*1,Area di Servizio - Stura Ovest,A26 - Autostrada dei Trafori,15070,44.592393,8.664861,alpitronic GmbH,9987.602,323,6824.6,,,,,Piemonte,0.0732
IT*F2X*EF2XITA7103*1,Area di Servizio - Badia al Pino Ovest,A1  Autostrada del Sole,52041,43.407908,11.762828,UNKNOWN,3869.8580000000015,107,2632.1,,,,,Toscana,0.0877
IT*F2X*EF2XITLINP01*1,Aeroporto - Linate Prime,Viale dell'Aviazione,20138,45.45354,9.26075,alpitronic GmbH,2972.3600000000006,102,2027.24,150.0,Milano,2714.87,4941.0,Piemonte,0.0732
IT*F2X*EF2XITLINP01*2,Aeroporto - Linate Prime,Viale dell'Aviazione,20138,45.45354,9.26075,alpitronic GmbH,2122.845,66,1459.88,150.0,Milano,1223.39,2531.0,Piemonte,0.0732
